2025-04-11 11:18:14 | INFO | openai_api_server | args: Namespace(host='localhost', port=8000, controller_address='http://localhost:21001', allow_credentials=False, allowed_origins=['*'], allowed_methods=['*'], allowed_headers=['*'], api_keys=None, ssl=False)
2025-04-11 12:52:51 | INFO | stdout | [32mINFO[0m:     ::1:58629 - "[1mPOST /v1/chat/completions HTTP/1.1[0m" [31m400 Bad Request[0m
2025-04-11 12:53:30 | INFO | stdout | [32mINFO[0m:     ::1:58843 - "[1mPOST /v1/chat/completions HTTP/1.1[0m" [91m500 Internal Server Error[0m
2025-04-11 12:53:30 | ERROR | stderr | [31mERROR[0m:    Exception in ASGI application
2025-04-11 12:53:30 | ERROR | stderr | Traceback (most recent call last):
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\uvicorn\protocols\http\httptools_impl.py", line 409, in run_asgi
2025-04-11 12:53:30 | ERROR | stderr |     result = await app(  # type: ignore[func-returns-value]
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\uvicorn\middleware\proxy_headers.py", line 60, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     return await self.app(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastapi\applications.py", line 1054, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     await super().__call__(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\applications.py", line 112, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     await self.middleware_stack(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\errors.py", line 187, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     raise exc
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\errors.py", line 165, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     await self.app(scope, receive, _send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\cors.py", line 85, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     await self.app(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\exceptions.py", line 62, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 53, in wrapped_app
2025-04-11 12:53:30 | ERROR | stderr |     raise exc
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 42, in wrapped_app
2025-04-11 12:53:30 | ERROR | stderr |     await app(scope, receive, sender)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 714, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     await self.middleware_stack(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 734, in app
2025-04-11 12:53:30 | ERROR | stderr |     await route.handle(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 288, in handle
2025-04-11 12:53:30 | ERROR | stderr |     await self.app(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 76, in app
2025-04-11 12:53:30 | ERROR | stderr |     await wrap_app_handling_exceptions(app, request)(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 53, in wrapped_app
2025-04-11 12:53:30 | ERROR | stderr |     raise exc
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 42, in wrapped_app
2025-04-11 12:53:30 | ERROR | stderr |     await app(scope, receive, sender)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 73, in app
2025-04-11 12:53:30 | ERROR | stderr |     response = await f(request)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastapi\routing.py", line 301, in app
2025-04-11 12:53:30 | ERROR | stderr |     raw_response = await run_endpoint_function(
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastapi\routing.py", line 212, in run_endpoint_function
2025-04-11 12:53:30 | ERROR | stderr |     return await dependant.call(**values)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastchat\serve\openai_api_server.py", line 424, in create_chat_completion
2025-04-11 12:53:30 | ERROR | stderr |     gen_params = await get_gen_params(
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastchat\serve\openai_api_server.py", line 288, in get_gen_params
2025-04-11 12:53:30 | ERROR | stderr |     name=conv["name"],
2025-04-11 12:53:30 | ERROR | stderr | TypeError: string indices must be integers
2025-04-11 12:53:30 | INFO | stdout | [32mINFO[0m:     ::1:58847 - "[1mPOST /v1/chat/completions HTTP/1.1[0m" [91m500 Internal Server Error[0m
2025-04-11 12:53:30 | ERROR | stderr | [31mERROR[0m:    Exception in ASGI application
2025-04-11 12:53:30 | ERROR | stderr | Traceback (most recent call last):
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\uvicorn\protocols\http\httptools_impl.py", line 409, in run_asgi
2025-04-11 12:53:30 | ERROR | stderr |     result = await app(  # type: ignore[func-returns-value]
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\uvicorn\middleware\proxy_headers.py", line 60, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     return await self.app(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastapi\applications.py", line 1054, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     await super().__call__(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\applications.py", line 112, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     await self.middleware_stack(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\errors.py", line 187, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     raise exc
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\errors.py", line 165, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     await self.app(scope, receive, _send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\cors.py", line 85, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     await self.app(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\exceptions.py", line 62, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 53, in wrapped_app
2025-04-11 12:53:30 | ERROR | stderr |     raise exc
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 42, in wrapped_app
2025-04-11 12:53:30 | ERROR | stderr |     await app(scope, receive, sender)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 714, in __call__
2025-04-11 12:53:30 | ERROR | stderr |     await self.middleware_stack(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 734, in app
2025-04-11 12:53:30 | ERROR | stderr |     await route.handle(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 288, in handle
2025-04-11 12:53:30 | ERROR | stderr |     await self.app(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 76, in app
2025-04-11 12:53:30 | ERROR | stderr |     await wrap_app_handling_exceptions(app, request)(scope, receive, send)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 53, in wrapped_app
2025-04-11 12:53:30 | ERROR | stderr |     raise exc
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 42, in wrapped_app
2025-04-11 12:53:30 | ERROR | stderr |     await app(scope, receive, sender)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 73, in app
2025-04-11 12:53:30 | ERROR | stderr |     response = await f(request)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastapi\routing.py", line 301, in app
2025-04-11 12:53:30 | ERROR | stderr |     raw_response = await run_endpoint_function(
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastapi\routing.py", line 212, in run_endpoint_function
2025-04-11 12:53:30 | ERROR | stderr |     return await dependant.call(**values)
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastchat\serve\openai_api_server.py", line 424, in create_chat_completion
2025-04-11 12:53:30 | ERROR | stderr |     gen_params = await get_gen_params(
2025-04-11 12:53:30 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastchat\serve\openai_api_server.py", line 288, in get_gen_params
2025-04-11 12:53:30 | ERROR | stderr |     name=conv["name"],
2025-04-11 12:53:30 | ERROR | stderr | TypeError: string indices must be integers
2025-04-11 12:53:31 | INFO | stdout | [32mINFO[0m:     ::1:58850 - "[1mPOST /v1/chat/completions HTTP/1.1[0m" [91m500 Internal Server Error[0m
2025-04-11 12:53:31 | ERROR | stderr | [31mERROR[0m:    Exception in ASGI application
2025-04-11 12:53:31 | ERROR | stderr | Traceback (most recent call last):
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\uvicorn\protocols\http\httptools_impl.py", line 409, in run_asgi
2025-04-11 12:53:31 | ERROR | stderr |     result = await app(  # type: ignore[func-returns-value]
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\uvicorn\middleware\proxy_headers.py", line 60, in __call__
2025-04-11 12:53:31 | ERROR | stderr |     return await self.app(scope, receive, send)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastapi\applications.py", line 1054, in __call__
2025-04-11 12:53:31 | ERROR | stderr |     await super().__call__(scope, receive, send)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\applications.py", line 112, in __call__
2025-04-11 12:53:31 | ERROR | stderr |     await self.middleware_stack(scope, receive, send)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\errors.py", line 187, in __call__
2025-04-11 12:53:31 | ERROR | stderr |     raise exc
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\errors.py", line 165, in __call__
2025-04-11 12:53:31 | ERROR | stderr |     await self.app(scope, receive, _send)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\cors.py", line 85, in __call__
2025-04-11 12:53:31 | ERROR | stderr |     await self.app(scope, receive, send)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\exceptions.py", line 62, in __call__
2025-04-11 12:53:31 | ERROR | stderr |     await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 53, in wrapped_app
2025-04-11 12:53:31 | ERROR | stderr |     raise exc
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 42, in wrapped_app
2025-04-11 12:53:31 | ERROR | stderr |     await app(scope, receive, sender)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 714, in __call__
2025-04-11 12:53:31 | ERROR | stderr |     await self.middleware_stack(scope, receive, send)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 734, in app
2025-04-11 12:53:31 | ERROR | stderr |     await route.handle(scope, receive, send)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 288, in handle
2025-04-11 12:53:31 | ERROR | stderr |     await self.app(scope, receive, send)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 76, in app
2025-04-11 12:53:31 | ERROR | stderr |     await wrap_app_handling_exceptions(app, request)(scope, receive, send)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 53, in wrapped_app
2025-04-11 12:53:31 | ERROR | stderr |     raise exc
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 42, in wrapped_app
2025-04-11 12:53:31 | ERROR | stderr |     await app(scope, receive, sender)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 73, in app
2025-04-11 12:53:31 | ERROR | stderr |     response = await f(request)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastapi\routing.py", line 301, in app
2025-04-11 12:53:31 | ERROR | stderr |     raw_response = await run_endpoint_function(
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastapi\routing.py", line 212, in run_endpoint_function
2025-04-11 12:53:31 | ERROR | stderr |     return await dependant.call(**values)
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastchat\serve\openai_api_server.py", line 424, in create_chat_completion
2025-04-11 12:53:31 | ERROR | stderr |     gen_params = await get_gen_params(
2025-04-11 12:53:31 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastchat\serve\openai_api_server.py", line 288, in get_gen_params
2025-04-11 12:53:31 | ERROR | stderr |     name=conv["name"],
2025-04-11 12:53:31 | ERROR | stderr | TypeError: string indices must be integers
2025-04-11 12:55:41 | INFO | stdout | [32mINFO[0m:     ::1:59232 - "[1mGET /v1/models HTTP/1.1[0m" [32m200 OK[0m
2025-04-11 13:01:45 | INFO | stdout | [32mINFO[0m:     ::1:59642 - "[1mGET /v1/models HTTP/1.1[0m" [32m200 OK[0m
2025-04-11 13:03:26 | INFO | stdout | [32mINFO[0m:     127.0.0.1:59803 - "[1mPOST /v1/chat/completions HTTP/1.1[0m" [91m500 Internal Server Error[0m
2025-04-11 13:03:26 | ERROR | stderr | [31mERROR[0m:    Exception in ASGI application
2025-04-11 13:03:26 | ERROR | stderr | Traceback (most recent call last):
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\uvicorn\protocols\http\httptools_impl.py", line 409, in run_asgi
2025-04-11 13:03:26 | ERROR | stderr |     result = await app(  # type: ignore[func-returns-value]
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\uvicorn\middleware\proxy_headers.py", line 60, in __call__
2025-04-11 13:03:26 | ERROR | stderr |     return await self.app(scope, receive, send)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastapi\applications.py", line 1054, in __call__
2025-04-11 13:03:26 | ERROR | stderr |     await super().__call__(scope, receive, send)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\applications.py", line 112, in __call__
2025-04-11 13:03:26 | ERROR | stderr |     await self.middleware_stack(scope, receive, send)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\errors.py", line 187, in __call__
2025-04-11 13:03:26 | ERROR | stderr |     raise exc
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\errors.py", line 165, in __call__
2025-04-11 13:03:26 | ERROR | stderr |     await self.app(scope, receive, _send)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\cors.py", line 85, in __call__
2025-04-11 13:03:26 | ERROR | stderr |     await self.app(scope, receive, send)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\exceptions.py", line 62, in __call__
2025-04-11 13:03:26 | ERROR | stderr |     await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 53, in wrapped_app
2025-04-11 13:03:26 | ERROR | stderr |     raise exc
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 42, in wrapped_app
2025-04-11 13:03:26 | ERROR | stderr |     await app(scope, receive, sender)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 714, in __call__
2025-04-11 13:03:26 | ERROR | stderr |     await self.middleware_stack(scope, receive, send)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 734, in app
2025-04-11 13:03:26 | ERROR | stderr |     await route.handle(scope, receive, send)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 288, in handle
2025-04-11 13:03:26 | ERROR | stderr |     await self.app(scope, receive, send)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 76, in app
2025-04-11 13:03:26 | ERROR | stderr |     await wrap_app_handling_exceptions(app, request)(scope, receive, send)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 53, in wrapped_app
2025-04-11 13:03:26 | ERROR | stderr |     raise exc
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 42, in wrapped_app
2025-04-11 13:03:26 | ERROR | stderr |     await app(scope, receive, sender)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 73, in app
2025-04-11 13:03:26 | ERROR | stderr |     response = await f(request)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastapi\routing.py", line 301, in app
2025-04-11 13:03:26 | ERROR | stderr |     raw_response = await run_endpoint_function(
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastapi\routing.py", line 212, in run_endpoint_function
2025-04-11 13:03:26 | ERROR | stderr |     return await dependant.call(**values)
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastchat\serve\openai_api_server.py", line 424, in create_chat_completion
2025-04-11 13:03:26 | ERROR | stderr |     gen_params = await get_gen_params(
2025-04-11 13:03:26 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastchat\serve\openai_api_server.py", line 288, in get_gen_params
2025-04-11 13:03:26 | ERROR | stderr |     name=conv["name"],
2025-04-11 13:03:26 | ERROR | stderr | TypeError: string indices must be integers
2025-04-11 13:03:27 | INFO | stdout | [32mINFO[0m:     127.0.0.1:59807 - "[1mPOST /v1/chat/completions HTTP/1.1[0m" [91m500 Internal Server Error[0m
2025-04-11 13:03:27 | ERROR | stderr | [31mERROR[0m:    Exception in ASGI application
2025-04-11 13:03:27 | ERROR | stderr | Traceback (most recent call last):
2025-04-11 13:03:27 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\uvicorn\protocols\http\httptools_impl.py", line 409, in run_asgi
2025-04-11 13:03:27 | ERROR | stderr |     result = await app(  # type: ignore[func-returns-value]
2025-04-11 13:03:27 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\uvicorn\middleware\proxy_headers.py", line 60, in __call__
2025-04-11 13:03:27 | ERROR | stderr |     return await self.app(scope, receive, send)
2025-04-11 13:03:27 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\fastapi\applications.py", line 1054, in __call__
2025-04-11 13:03:27 | ERROR | stderr |     await super().__call__(scope, receive, send)
2025-04-11 13:03:27 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\applications.py", line 112, in __call__
2025-04-11 13:03:27 | ERROR | stderr |     await self.middleware_stack(scope, receive, send)
2025-04-11 13:03:27 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\errors.py", line 187, in __call__
2025-04-11 13:03:27 | ERROR | stderr |     raise exc
2025-04-11 13:03:27 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\errors.py", line 165, in __call__
2025-04-11 13:03:27 | ERROR | stderr |     await self.app(scope, receive, _send)
2025-04-11 13:03:27 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\cors.py", line 85, in __call__
2025-04-11 13:03:27 | ERROR | stderr |     await self.app(scope, receive, send)
2025-04-11 13:03:27 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\middleware\exceptions.py", line 62, in __call__
2025-04-11 13:03:27 | ERROR | stderr |     await wrap_app_handling_exceptions(self.app, conn)(scope, receive, send)
2025-04-11 13:03:27 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 53, in wrapped_app
2025-04-11 13:03:27 | ERROR | stderr |     raise exc
2025-04-11 13:03:27 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\_exception_handler.py", line 42, in wrapped_app
2025-04-11 13:03:27 | ERROR | stderr |     await app(scope, receive, sender)
2025-04-11 13:03:27 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 714, in __call__
2025-04-11 13:03:27 | ERROR | stderr |     await self.middleware_stack(scope, receive, send)
2025-04-11 13:03:27 | ERROR | stderr |   File "D:\python_workspace\zj_venv\fufan-chat-api\lib\site-packages\starlette\routing.py", line 734, in app
